"","X","x","tweet"
"13960",13960,"negative","@AmericanAir - where are my bags? Baggage claim C25 or C26 (flt# 959)?? I can see the plane from here? Why does it take 25 min???"
"13961",13961,"negative","@AmericanAir is there only one call centre? I know it's busy right now, really need to speak to agent not computer"
"13962",13962,"negative","@AmericanAir you guys fail again.. all I need to do is use my voucher for a ticket but I can't do it online #yourphonesystemsucks"
"13963",13963,"positive","@AmericanAir Shout-out to all the ground crews working in the cold! Thanks for what y'all do. (&amp; social media team for customer service)"
"13964",13964,"positive","@AmericanAir I fortunately was not on that flight - just in the same waiting area / impressed w how he handled the stressful situation"
"13965",13965,"negative","@AmericanAir we've been on hold for over 4 hrs, you Cancelled Flighted flt 2222 phl-dfw. Need assistance!!!"
"13966",13966,"positive","@AmericanAir thanks to Marie for reFlight Booking Problems me and my friends!!! I'm Cali bound thanks to this sweet angel! #blessed"
"13967",13967,"negative","@AmericanAir their flights into Buffalo as well -- You were the only flight Cancelled Flightled!!!"
"13968",13968,"negative","@AmericanAir -- This is after you Cancelled Flightled our flight into Buffalo because of ""weather"" and lied to us and said other airlines Cancelled Flightled"
"13969",13969,"neutral","@AmericanAir know that I could use that for a flight into Canada.  By they time they figured it out, it was too Late Flight to check our bags"
"13970",13970,"negative","@AmericanAir dropping the ball. Again. No catering. Plane switch. No gate attendant. 2 hours Late Flight. Really nice."
"13971",13971,"neutral","@AmericanAir its Adolfo Garcia"
"13972",13972,"neutral","@AmericanAir My friend needs some help on her flt (she's not on Twiiter), can I DM you her info?"
"13973",13973,"negative","@AmericanAir my flight from VCP to JFK was delayed and now it has been Cancelled Flighted, what should i do?"
"13974",13974,"positive","@AmericanAir hats off to Admiral Lounge attendant @ YYZ Terminal 3 who gave her banana to our toddler when none avail elsewhere."
"13975",13975,"negative","@AmericanAir ""We'll drop off your luggage 24 hours after your flight"" is ridiculous."
"13976",13976,"neutral","@AmericanAir thanks. Bummer. Poor planning on my part. I assume the card in Passbook won't work either?"
"13977",13977,"negative","@AmericanAir You should be more timely with bags that missed a flight, people need their undies the next morning!"
"13978",13978,"positive","@AmericanAir I tried that. They won't book us with another airline. I wish I had flown with you! We are now stuck in FL til Weds."
"13979",13979,"neutral","@AmericanAir  A true #AmericanView ...The National Mall http://t.co/N7ExdbcRHg"
"13980",13980,"negative","@vanessaannz seriously, you hate @AmericanAir since they can't accommodate you due to inclemental  weather disruptions? lol, very funny"
"13981",13981,"negative","@AmericanAir gotta be worse than @delta w/ on time departures.  I rushed back to terminal C for 8:25 flight but they haven't strtd boarding."
"13982",13982,"neutral","@AmericanAir I know you are getting pummeled tonight @dfwairport we were one of the lucky out of @slcairport just one more @AUStinAirport"
"13983",13983,"neutral","@AmericanAir And gold status too."
"13984",13984,"negative","@AmericanAir In car gng to DFW. Pulled over 1hr ago - very icy roads. On-hold with AA since 1hr. Can't reach arpt for AA2450. Wat 2 do?"
"13985",13985,"negative","@AmericanAir was told at 7pm my bags would 1000% be at my house by 9pm. Well they're not and I continue to be lied to."
"13986",13986,"negative","@AmericanAir won't answer the reservation line!  Nice service.  We may be stuck..."
"13987",13987,"negative","@AmericanAir It's not your agents; it's your voice activated system that's not working right. And no email on Cancelled Flightlation. Lots of problems"
"13988",13988,"negative","@AmericanAir I was on flt 2222 tomorrow, they moved me to 750. I need it moved to Tuesday. the roads won't be better for flight 750. thanks"
"13989",13989,"neutral","@AmericanAir I'm on #1058 tmrw from CUN DFW. Final dest'n is ORD. Seeing freezing rain in DFW all morning. Should I change my connection?"
"13990",13990,"negative","@AmericanAir no other (what should be valid) Circle Pacific itineraries can be booked either - always makes all US dest. invalid 4 last leg"
"13991",13991,"negative","@AmericanAir I am trying to add my tsa pre check number to my reservation online and don't see an option to do that..?? #nosecuritylines"
"13992",13992,"negative","@AmericanAir you have the poorest trained employees at these desks. I haven't even started to discuss the #lostluggage yet"
"13993",13993,"negative","@AmericanAir none of your sample itineraries can actually be booked http://t.co/mF7rABGn8a Every last leg back to US says invalid"
"13994",13994,"positive","@AmericanAir I'm booked for Tuesday night. 60 degrees in Alabama right now. I'm good. Stay warm and safe."
"13995",13995,"negative","@AmericanAir So plot thickens. We're on plane but no ground crew to get us off gate. Apparently under the weather in large numbers...."
"13996",13996,"negative","@AmericanAir  800 number will not even let you wait for next customer rep. Very frustrating. Can't talk to humans."
"13997",13997,"negative","@AmericanAir what happened?? We didn't get a notification about a departure Cancelled Flightation tomorrow. Why will it take 2 hrs to talk to someone"
"13998",13998,"neutral","@AmericanAir you set a schedule try and keep it !!! #AAALWAYSLate Flight"
"13999",13999,"negative","@AmericanAir @derekc21 , to my surprise  BA doesn't  have  me registered in the system , I was getting hopeful :(, Lets step it up , Okay ?"
"14000",14000,"negative","@AmericanAir Unfortunately that is not true. A robot apologizes and hangs up. So how do I get help?"
"14001",14001,"positive","@AmericanAir Thanks for the reply, but a functioning plane four hours ago was the only way to do that. The staff was friendly, tho."
"14002",14002,"positive","Thank you for sending more details  @AmericanAir: They're pretty handy dandy. more info here: http://t.co/FvlxIRh1F1 #LookforwardtoflywithAA"
"14003",14003,"negative","@AmericanAir aa223 being ignored"
"14004",14004,"negative","@AmericanAir FYI twice now I've tried the ""we'll call you when someone is free"" thing. Both times it called, I picked up, then it hung up."
"14005",14005,"negative","@AmericanAir that's the number I called -it wouldn't let me speak to an agent because of the issues with weather today"
"14006",14006,"negative","@AmericanAir usually raving about the service to LAX. Your nbr1 and helper can't figure out how to hang a coat and serve a drink. 6F"
"14007",14007,"negative","@AmericanAir @MO3TVida just so you know, reservations team has a 2+ hr callback time"
"14008",14008,"neutral","@AmericanAir what do kids aged 11 and 12 need to fly with AA internally within the usa. Thanks for confirming"
"14009",14009,"negative","@AmericanAir absolute terrible service to schedule a 40 minute layover and then not let someone on the plane with the door not closed."
"14010",14010,"negative","@AmericanAir I didn't miss my flight.  American Airlines gave my ticket, as well as 6 other passengers tickets away. Not my fault."
"14011",14011,"neutral","@AmericanAir Please help AA 2258 Monday Cancelled Flightled.  Can you advise on reFlight Booking Problems / refund.  Have children and need to make plans now"
"14012",14012,"neutral","@AmericanAir DM sent. Answer me please"
"14013",14013,"negative","@AmericanAir I really want to get home. Tonight, preferably. Please stop delaying my plane 😢😕😦 #AmericanAirlines"
"14014",14014,"negative","@AmericanAir is profiting in the billions and throwing crap at the people who put them there. American is a hurting brand"
"14015",14015,"negative","@AmericanAir I've never witnessed such covert tactics from an airline."
"14016",14016,"negative","@AmericanAir you Cancelled Flightled my wife's flight and she has to call but your service won't even let us. Going on 7 hours now."
"14017",14017,"negative","@AmericanAir it shouldn't happen but did and has put us and our gear in jeopardy. What steps do you take to protect customers if their items"
"14018",14018,"neutral","@AmericanAir American Airlines."
"14019",14019,"negative","@AmericanAir all of these issues are not based on weather or things that are out of your control. These  issues are based on negligence."
"14020",14020,"negative","@AmericanAir the worst air experience I have ever had and I am not in the first plane yet."
"14021",14021,"neutral","@AmericanAir I just DMed you"
"14022",14022,"neutral","@AmericanAir why is it most first class passengers now request the sand which from coach ?"
"14023",14023,"positive","@AmericanAir @DAI_President Good luck at DFW this evening AA!"
"14024",14024,"negative","@AmericanAir so we have a Cancelled Flightled flight in about twelve hours. Maybe we'll have heard from an AA rep at that point."
"14025",14025,"negative","@AmericanAir on hold for 3 hours...got an agent, immediately txfd me to change cncdld flight...told it would be 1 min, 80 min Late Flightr, waiting"
"14026",14026,"positive","@AmericanAir Awesome customer service on #390 from rdu. They snuck my wife a warm cookie. Thx!"
"14027",14027,"negative","@AmericanAir flight attendants on AA2402 were spectacular.Fed the ENTIRE cabin then food from coach. Why do you keep serving this vile food"
"14028",14028,"negative","@AmericanAir @CineDrones I just wish that a team member would pick up the phone at this point, let alone be courteous or helpful 😳"
"14029",14029,"negative","@americanair seriously, pls pls bring more people up to help us! There are still flights to ORD frm DFW and I want in http://t.co/o3CjsVSsqF"
"14030",14030,"negative","@AmericanAir @carlw1980 I have followed and dm'd you. . . Please respond to my concern too. Really disappointed with customer service."
"14031",14031,"negative","@AmericanAir  To add, I have to get up to go to work tomorrow am.  I don't like having to wait up until 12 or Late Flightr.  CS sucks."
"14032",14032,"negative","@AmericanAir just when I thought you guys were done messing up, you make it worse. Your airline ruins hopes and dreams."
"14033",14033,"neutral","@AmericanAir Flight 1512 (N924AN) departs @FlyTPA enroute to @dfwairport http://t.co/j0mhMkDiVl"
"14034",14034,"negative","@AmericanAir approaching three hours sitting in the plane on the ground at DFW on #AmericanAirlines flight 3056 - Oscar performance"
"14035",14035,"negative","@AmericanAir - We have; they were useless. Baggage service called before 9 to tell us we would have bags by 3. Now, maybe midnight."
"14036",14036,"neutral","@AmericanAir checking into a flight on your website is about as easy as asking a bear to shit in a toilet #justsaying"
"14037",14037,"negative","@AmericanAir makes some small improvements and retains their program they win all. They keep the crappy food and change advantage they lose"
"14038",14038,"negative","@AmericanAir AA 2258 why have you Cancelled Flightled our flight without courtesy of notifying us or alternatives?  Very poor."
"14039",14039,"negative","@AmericanAir how have you not loaded our luggage on the plane and were OVER an hour delayed? #Flight293"
"14040",14040,"negative","@AmericanAir I spent $600 on my flight. Could have gone on @united for $382 but their mileage program sucks."
"14041",14041,"negative","@americanair Plz bring more agents up to DFW AA Cstmr srvc ctr gates A, there are only 2 agents and 100+ ppl... http://t.co/uCvEU2hurZ"
"14042",14042,"negative","@AmericanAir the food served on AA2402 was vile and gross.The entire cabin did not eat their meal. Survey the flight crew. Another gross out"
"14043",14043,"negative","@AmericanAir the bags arent even loaded on the plane??? #Flight293"
"14044",14044,"negative","@AmericanAir never got an update and we had the worst communication from u. Our flight delay was mechanical and not a word. #poorservice"
"14045",14045,"negative","@AmericanAir looks like I have. Best I can hope for I guess. It's on us air, so I don't think I'll get miles on Alaska. Which sucks."
"14046",14046,"negative","@AmericanAir my #Navy sisters flight 2470 cancld. She can't get an agent. They've called her back to be put on hold &amp; then discnct.Any help?"
"14047",14047,"negative","@AmericanAir My wife &amp; infant daughter are on AA3195 ABI-DFW. En route but delayed. Can y’all hold AA1458 to RDU so they can connect?"
"14048",14048,"neutral","@AmericanAir Educate Bohol is a 501(c)(3) w/all volunteer staff. I can help the kids or buy a plane ticket--I can't do both. Can you help?"
"14049",14049,"negative","@americanair anxious to see how you all care for customers you’ve inconvenienced #Cancelled Flightledflight"
"14050",14050,"negative","@AmericanAir also the problem is not calling us at all. Other airlines send an automatic call and email, and they rebook as a courtesy."
"14051",14051,"negative","@AmericanAir Why can't you handle your customers needs? Cancelled Flightled flight, 800 number leads to a quick ""Goodbye"" Very Sad!"
"14052",14052,"negative","@AmericanAir VERY upset that I cannot select seats for Tuesday flight online or over the phone. Terrible customer service :( Please help!"
"14053",14053,"neutral","@AmericanAir I need to get from Albuquerque, NM, USA, to Cebu, Philippines. I'm providing educational help for 800 kids. Can you help me?"
"14054",14054,"negative","@AmericanAir already did &amp; an automated voice told us to wait 2 hours. They have yet to call back."
"14055",14055,"negative","@AmericanAir you changed my AAdvantage travel plans &amp; I called 800-433-7300 to get help but it sea ur too busy &amp; hangs up on me. What gives?"
"14056",14056,"negative","@AmericanAir yes, for tomorrow at 9 am. But I have to work though 😒 I'm really mad about the situation"
"14057",14057,"negative","@AmericanAir whenever I cheat on you it goes horribly wrong! I promise, I won't stray anymore. I'm talking about you @Delta!"
"14058",14058,"negative","@AmericanAir @praywinn between understaffing, what looks like a labor slowdown, weather, incompetence, and disregard for the customer..."
"14059",14059,"negative","@AmericanAir I need help with a reservation purchased on @AmericanAir but operated on @USAirways, can't get through on the 800#"
"14060",14060,"negative","@AmericanAir  flight from DFW to LIT tomorrow has been Cancelled Flightled.  What do I do next?  Pls advise.  #HELP"
"14061",14061,"negative","@AmericanAir how can you not be taking calls? I need to change my flight!"
"14062",14062,"negative","@AmericanAir my flight I have reserved for tomorrow has been Cancelled Flightled. Can I Cancelled Flight my reservation and get a full refund?"
"14063",14063,"positive","@AmericanAir thanks to FA Shawn for spectacular service on FLT 79 LHRDFW and to FA Susan for such a warm engaging onboard welcome"
"14064",14064,"negative","@AmericanAir I can't choose a seat online because I booked on @priceline ??? #SMH"
"14065",14065,"negative","@AmericanAir it wasn't really about the delay. It was more about being told the engine needed to be troubleshot.  Makes a person paranoid."
"14066",14066,"negative","@AmericanAir ""overweight"" flight = you sold more tickets than you had seats. We all know that. Let's call it what it is."
"14067",14067,"neutral","@AmericanAir @jaynegelman How,about more@Blacklist too!!"
"14068",14068,"negative","@AmericanAir at JFK flight to Boston delayed 20 min waiting for catering they are boarding flight to LAX waiting for over and hour WTF?"
"14069",14069,"negative","@AmericanAir Yes, it says my reservation cannot be retrieved at this time. Also I never got an email from AA saying my flight was Cancelled Flightled."
"14070",14070,"negative","@AmericanAir Can you help with my Cancelled Flightled flight -- I'd like to book another flight...I've been on hold for 95 minutes and counting...."
"14071",14071,"positive","@AmericanAir I ended up on a flight to LA my fourth time on standby. Thanks! http://t.co/NA5G5EAKPA"
"14072",14072,"negative","@AmericanAir been waiting on hold for more than an hour"
"14073",14073,"negative","@AmericanAir thanks. Now my carry on that you guys insisted be checked at the gate is missing. Won't be here till Late Flight tomorrow morning."
"14074",14074,"positive","@AmericanAir that's ok, thanks for letting me know. Appreciate all the responses."
"14075",14075,"negative","@AmericanAir spoke too soon. 30 min Late Flightr still waiting for bags to load. Some sympathy would be appreciated at the very least."
"14076",14076,"neutral","@AmericanAir @HeyMyNameIsSEAN Sean if you look at the AA schedule it sometimes gives you a clue if new'airplanes are used. They are gr8"
"14077",14077,"positive","@AmericanAir thanks for the show! 👍"
"14078",14078,"negative","@AmericanAir well done, you have taken the fun out of air travel @PHLAirport"
"14079",14079,"positive","@AmericanAir no worries even though I was talking about seat assignment :)"
"14080",14080,"neutral","@AmericanAir @kconti44 This looks like JFK - had a great pic of the OneWorld jets lined up on the opposite side #Air Berlin, LAN and AA."
"14081",14081,"negative","@AmericanAir Been trying to call all day, get hung up on every time. Your guys are horrible!"
"14082",14082,"negative","@AmericanAir @jameswester see, James, we only have 7 dedicated inbound phone lines because telephones eat into our billions in profits"
"14083",14083,"neutral","@AmericanAir @superyan I did hear a last call for boarding of this flight when I was at JFK a few hours ago. good luck w/flights!"
"14084",14084,"negative","@AmericanAir , sitting on plane for 2.5hrs at gate due to computer sys issue, at what point do you Cancelled Flight a flight?, ridiculous @PHLAirport"
"14085",14085,"negative","@AmericanAir @cjdjpdx not a valid response in 2015 for a multinational corp whose profits are measured in billions. Stop understaffing!"
"14086",14086,"neutral","@AmericanAir Yo, could that be a catering truck before mine eyes?  Unmoving? http://t.co/ASW6QwUf1Z"
"14087",14087,"negative","@AmericanAir @kaps12 this is an international airline that experienced record profits last quarter. But they can't staff a call center"
"14088",14088,"positive","@AmericanAir Great seats on this aircraft!"
"14089",14089,"negative","Is rudeness and poor customers service a job requirement at @AmericanAir ? Been waiting 28hrs and still haven't even seen one plane😡"
"14090",14090,"neutral","@AmericanAir Both pictures taken at the same time but which is right? #totallyconfused http://t.co/dvSLtQZKmQ"
"14091",14091,"negative","@AmericanAir AA919 flight attendant freaks out and leaves aircraft as passengers react to a 24h delay and cattle treatment. Surreal!"
"14092",14092,"neutral","@AmericanAir 901 #Miami to #Rio to participate at @RCM_Oficial representing @CisnerosMedia #yourstoryhere"
"14093",14093,"negative","@AmericanAir a worker just checked for ice on our plane using his cell phone flashlight! Really?! Come on!"
"14094",14094,"neutral","@AmericanAir @cyncyn661 Are you now flying 763s to Madrid from JFK or is this DFW/ORD? Huge !!"
"14095",14095,"negative","@AmericanAir The wine served in USAirways flights are watered down somehow right out of the bottles."
"14096",14096,"neutral","@AmericanAir who's your pick for best picture? I don't want to board your airline until I know"
"14097",14097,"negative","@AmericanAir we have 3 more passengers with me   There are two more reservation numbers"
"14098",14098,"negative","@AmericanAir @PatrichRuben no, profit maximization is your top priority. Nothing else even registers for you dinosaurs"
"14099",14099,"neutral","@AmericanAir 8:30 departure?  Sure. Is there a catering strike at JFK?  @FoxNews @CNBC @BloombergRadio http://t.co/HPgXYZRW8o"
"14100",14100,"neutral","@AmericanAir @derekc21 , so what would be a file number that works , needs to be 10 characters , email me derek.austin@century21.ca  easier"
"14101",14101,"negative","@AmericanAir @manuel_c ""here for you"" as in, yeah, we'll tweet platitudes at you so you'll think our Twitter bot cares? Or...."
"14102",14102,"negative","@AmericanAir #flight293 was supposed to depart at 745 and at 815 we still have not boarded."
"14103",14103,"negative","@AmericanAir You have the worst customer service of any airlines I've ever encountered. Flat out awful"
"14104",14104,"negative","@AmericanAir @ezemanalyst why don't you tweet canned, impersonal responses as though this is the only impatient customer you've got"
"14105",14105,"positive","@AmericanAir DONE!! thank you so much!!"
"14106",14106,"negative","@AmericanAir Nice AA employee making skillful excuses about Late Flightness due to catering snafu... http://t.co/YPVPVdlTYs"
"14107",14107,"negative","@AmericanAir then taxi across dfw airport for 20 min to then state 75 min past departing from gate that we need deiced? Wow. Uncool &amp; untrue"
"14108",14108,"negative","@AmericanAir 24 hrs &amp; 2 cncld flights Late Flightr I've landed in PHL. Now 30 mins &amp; counting on tarmac waiting for gate. Pls do better than this."
"14109",14109,"negative","@AmericanAir delivered mom's delayed bag to the wrong place. 2 hrs on hold yesterday, &gt;1 hr today. Still no bag. #AA http://t.co/QKkJdFObOS"
"14110",14110,"negative","@AmericanAir Yeah, try harder. No catering truck in sight.  Can we just leave now w/o the food won't eat anyway?"
"14111",14111,"negative","@AmericanAir this is awful customer service."
"14112",14112,"positive","@AmericanAir everything's good now brothaaaaaa"
"14113",14113,"negative","@AmericanAir its pulling away from gate to get your departure time then leaving us on tarmac claiming power issues that magically repaired"
"14114",14114,"neutral","@AmericanAir 740pm wheels up to be exact.  I'm sending a DM."
"14115",14115,"negative","@AmericanAir @sarahzou translation: we don't reinvest our mammoth profits into the customer service experience. 'Cause we don't care."
"14116",14116,"negative","@AmericanAir OMG ANSWER YOUR PHONE I HAVE BEEN ON HOLD FOR 1.5 hours. Cancelled FlightED FLIGHTS SUCK"
"14117",14117,"negative","@AmericanAir we are through. I can quit you. I am. The nonsense &amp; lies are a colossal infringement you can no longer get away with"
"14118",14118,"negative","@AmericanAir 719. Looks like we are about to get going, finally!"
"14119",14119,"negative","@AmericanAir @JimDayTV no, you couldn't care less. That's why their customer service is run by bots"
"14120",14120,"negative","@AmericanAir pls tell me how to get a person on the phone asap"
"14121",14121,"negative","@AmericanAir I have a Cancelled Flighted flight tomorrow morning and the 800 number did nothing! Please! I just want to go home!"
"14122",14122,"neutral","@AmericanAir you wont allow calls? My husband has a ticket but it looks like all the seats are taken? I cant even call."
"14123",14123,"negative","@AmericanAir yes but we HAVE TO GET HOME TOMORROW!!!! Please"
"14124",14124,"negative","@AmericanAir unfriendly unhelpful agents. Unannounced gate changes. Delayed flight that we found out about by word of mouth"
"14125",14125,"negative","@AmericanAir flight 3056 still sitting at DFW waiting for baggage to be loaded"
"14126",14126,"negative","@AmericanAir I tried several times to select seats. The only ones ever available would've cost me $30 extra per seat."
"14127",14127,"negative","@AmericanAir we need a miracle @slcairport please help flight 1228 get out of here by 640 #FingersCrossed #pleasegod #missmykids"
"14128",14128,"neutral","@AmericanAir 3198 to AEX. Is it still going?"
"14129",14129,"negative","@AmericanAir i do not want to stay overnight at this airport! I have been here since 11 am this morning!"
"14130",14130,"negative","@AmericanAir finally about to take off! Thanks for the customer service by the g8 reps @ c17 @ CTL. Any idea what caused the system failure?"
"14131",14131,"negative","@AmericanAir Trying to rebook a flight with you because of Cancelled Flightlation is a nightmare.  I was hung up on once. Can you help me rebook?"
"14132",14132,"negative","@AmericanAir i have tried getting help from agents, the phone, twitter, and FB. Can no one at American Airlines help me?"
"14133",14133,"negative","@AmericanAir Close down"
"14134",14134,"positive","@AmericanAir it was 1265 coming and next catching 2396 home to DCA. Let's get another great leg too tonight!"
"14135",14135,"positive","@AmericanAir i appreciate your apology. Sincerely. Thank you. That's really all I ever wanted to begin with."
"14136",14136,"negative","@AmericanAir AA 100 - good job overselling this flight. Delayed 90 minutes to deplane the overflow passengers' bags."
"14137",14137,"negative","@AmericanAir I’ve been on the line waiting for 40 minutes again."
"14138",14138,"negative","@AmericanAir you know nothing about customer service and I'll make sure everyone knows it"
"14139",14139,"negative","@AmericanAir I understand flight Cancelled Flightation but not being able to get through to change that flight for 6 hrs is not acceptable."
"14140",14140,"negative","@AmericanAir now I have to pay for a hotel a car ride miss classes which I pay 30k for and miss work and you tell me to talk to someone"
"14141",14141,"negative","@AmericanAir your 1800 kept hanging up on me and made me miss a second flight"
"14142",14142,"negative","@AmericanAir yeah that's not helping. Having my bag shipped to the correct city the first time probably would have helped."
"14143",14143,"negative","@AmericanAir I did 50 times and no one was helpful I'm missing work nd school nd the manager REM from mia told me he didn't want to talk us"
"14144",14144,"negative","@AmericanAir My flight to @dfwairport was Cancelled Flightled. Mess ensued. Please thank the awesome Marcos (Concierge Key @ GRU) for sorting it out!"
"14145",14145,"negative","@AmericanAir I haven't been rebooked. I called and left my number for a callback but haven't heard anything and my flight is tomorrow. :("
"14146",14146,"negative","@AmericanAir not enough push crews for JFK = 1.5 he delay and counting...."
"14147",14147,"negative","@AmericanAir I cannot believe how long flight 759 PHI  is taking. I know it's US Airways but you own it. I would really like to get home."
"14148",14148,"negative","@AmericanAir Hopefully you guys are willing to cover my lovely car rental and living charges...I love being here for two extra days.."
"14149",14149,"negative","@AmericanAir Same as yesterday's Cancelled Flighted flight. AA104. Your customer support is just awful!"
"14150",14150,"negative","@AmericanAir big surprise flight 2330 is delayed. Hopefully not for 6 hours like our flight here.  Thanks again for a sleepless night."
"14151",14151,"negative","@AmericanAir really? Not even worthy of a response. This is beginning of a social media alert to the world that AA and @USAirways are useles"
"14152",14152,"negative","@AmericanAir Hi AA friends! My sis's flight AA362 DFW&gt;&gt;MKE was Cancelled Flighted due to weather. Any way you can help here? What are her options?"
"14153",14153,"negative","@AmericanAir is that something the crew on the current leg can request of the gate team on the next leg?"
"14154",14154,"negative","@AmericanAir I have not. There's no option for even getting a call back!"
"14155",14155,"negative","@AmericanAir tomorrows flight Cancelled Flighted. I understand. Three hour wait for a call back and now 60 minutes on hold. Not cool."
"14156",14156,"negative","@AmericanAir all flights Cancelled Flighted tomorrow and that means I'm stranded at the airport for the night... wow."
"14157",14157,"negative","@AmericanAir how hard is it to have catering ready to go?"
"14158",14158,"negative","@AmericanAir Why does your iPhone app not have any sort of notifications option?"
"14159",14159,"negative","@AmericanAir this is unbelievable and unacceptable. Flight #293. JFK. Everyone at the gate is upset as most of us have been here all day."
"14160",14160,"negative","@AmericanAir I made my flight but then still had no update emails when I landed, no info ever sent on that or second flight. Losing my biz."
"14161",14161,"negative","@AmericanAir flight 3056 DFW still has all passengers sitting on the plane waiting for luggage to be loaded - still waiting"
"14162",14162,"negative","@AmericanAir I still am not on a flight. Ive been here allll day and now we're not boarding because we're waiting for catering?"
"14163",14163,"negative","@AmericanAir my husband and 5 year old son stuck overnight in DC thanks to 7 crew members arguing over who was boarding the flight"
"14164",14164,"negative","@AmericanAir if this is how you guys work then i will never fly with you guys again."
"14165",14165,"positive","@AmericanAir versus @JetBlue 
in Customer Service?
Who will win!
For Me @AmericanAir is a convenience to a trip to Cali &lt;3"
"14166",14166,"negative","@AmericanAir agents refuse to help, ""too busy"" &amp; need to call advantage#. NO ONE willing to help and apparently being exec plat means ZERO"
"14167",14167,"negative","@AmericanAir fight got Cancelled Flighted can u help me rebook a flight?  Call center is too busy to answer calls or even put me on hold #yuck"
"14168",14168,"neutral","@AmericanAir you should be contacting her for a refund - dm me and I will provide phone number"
"14169",14169,"negative","@AmericanAir ah if only we could get through. We've tried for over 2 hrs. Can we call @united?"
"14170",14170,"negative","@AmericanAir this is ridiculous! You all really have terrible customer service and a lack of urgency. Im convinced."
"14171",14171,"negative","@AmericanAir of course it wasn't your intention, issue lies in lack of response. she did contact you directly; she sat on hold for 50 mins"
"14172",14172,"negative","@AmericanAir I have been waiting at this airport since 11 am and have to wait until 8:30 tomorrow and cannot get any sort of help!"
"14173",14173,"negative","@AmericanAir pathetic to have your gate agents lie to my face when you are at fault"
"14174",14174,"negative","@AmericanAir trying to check in for flight. On line not working &amp; agents too busy to take my call."
"14175",14175,"neutral","@AmericanAir yep, they moved me to 16A as they showed me flying ""standby"""
"14176",14176,"negative","@AmericanAir understand the weather but would be nice to hear an apology on the phone when you moved my flight to an inconvenient day"
"14177",14177,"negative","@AmericanAir My baggage is lost, my flight Cancelled Flightled and i get no accommodations? Not even to another airline. At least one free hotel?"
"14178",14178,"neutral","@AmericanAir I'm on 1024 into Dallas. Do I have any chance of catching 2238 to Boston? Do I need to run from Gate D6 to A15?."
"14179",14179,"negative","@AmericanAir AA I need a Hail Mary. How do I get from Dallas to Joplin JLN in the next 14 hours. Willing to fly to other airports and drive"
"14180",14180,"negative","@AmericanAir I've been on hold for about 3 and a half hours now. Thanks for Cancelled Flighting my flight and not notifying me."
"14181",14181,"negative","@AmericanAir rude gate agent by AA363 ORD-LGA just now. Seems to have a temper. Made me check in a bag that fit INSIDE the sizer."
"14182",14182,"neutral","@AmericanAir Hi ho, hi ho. It's off to work I go. #WeeklyCommuteOnAA http://t.co/JQHg4jTm4w"
"14183",14183,"negative","@AmericanAir you put a sour taste on this customer’s vacation. it was joke watching those “we care thanks for choosing us” videos"
"14184",14184,"neutral","@AmericanAir are you expecting flights out of DFW to be Cancelled Flightled tomorrow AM and afternoon?"
"14185",14185,"negative","@AmericanAir help us here !!! We are stuck here @jfk for more than 24hours! !we need to go home #flight919 #saveus"
"14186",14186,"negative","@AmericanAir lets me get in line for call back in over 2 hours. I'll just hope the 1 ticket left on the flight I want is still there Late Flightr."
"14187",14187,"negative","@AmericanAir Flight  AA1691 LAX to LAS closes too early and gate agents give us hassles #PatheticCX"
"14188",14188,"negative","@AmericanAir I am honestly in shock how this process and service compares to my other airline experiences. Not really sure what to say..."
"14189",14189,"negative","@AmericanAir here we go again #aa106 ""Plane not ready"". Are we going to find the crew run out of time again like last night #shortstaffed"
"14190",14190,"negative","@AmericanAir flight 3056 DFW still has all passengers sitting on the plane waiting for luggage to be loaded"
"14191",14191,"neutral","@AmericanAir At what e-mail adress can I send your CEO Mr. Doug Parker a letter that he hopefully reads?"
"14192",14192,"negative","@AmericanAir why does your customer service line say ""we are experiencing high call volume"" and then spontaneously hangup on the person?"
"14193",14193,"negative","@AmericanAir well its been over 4 hours now and still no one has picked up   try paying overtime and bring in more people"
"14194",14194,"neutral","@AmericanAir What's the best way to check on any delays or Cancelled Flightlations for my flight out of DFW on Tuesday?"
"14195",14195,"positive","@americanair @bershawnjackson big UPS to Newark airport staff &amp;&amp; D.Dean. I was also treated lovely while I was in town. ❤❤"
"14196",14196,"negative","@AmericanAir pleaseeee find my suitcase. I want deoderant and a clean shirt for work tomorrow :("
"14197",14197,"neutral","@AmericanAir Here you go https://t.co/oM1vIEg74a"
"14198",14198,"neutral","@AmericanAir Hey, so... I think I left my wallet on you. Can I have it back, please?"
"14199",14199,"positive","@AmericanAir ok, thanks you! Have a great night AA team!"
"14200",14200,"neutral","@AmericanAir - Can you please give me a travel agent support phone number? I cant find it on your website. Thanks."
"14201",14201,"negative","@AmericanAir any idea what's up with flight AA3181?"
"14202",14202,"negative","@AmericanAir your maint delay left us stuck in den!! Flight 1080.  Been on plane for 7 hrs.  Stop flying broke french planes!"
"14203",14203,"negative","@AmericanAir sucks!! Teco teco #reclameaqui #TripAdvisor http://t.co/auGJsCmoLu"
"14204",14204,"negative","@AmericanAir  You can't get us to Cincy but our luggage will still go there tonight? Stranded us in Dallas for 2 days w/o clothes? #Yousuck"
"14205",14205,"negative","@AmericanAir It just hangs up and your agents on the ground are useless. How don't I have a seat on a first class ticket booked weeks ago?"
